,Unnamed: 0,fold,model_name,pred_acc,seed,sub_id,xopt_alpha,xopt_beta,xopt_exp,xopt_lossave,model
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.37777777777777777,5321277,200213,0.05,0.2411442423527595,1.0,0.17733726034901046,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4888888888888889,5321277,200213,0.05499144446407274,0.13400316312479546,1.0,0.3261274630191392,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4666666666666667,5321277,200213,0.05,0.1906660432308727,1.0,0.17925442924203264,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6,5321277,200213,0.05,0.14908833417502712,1.0,0.3495612692852012,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6666666666666666,1785751,100143,1.449573891563169,0.003161087594943941,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4888888888888889,1785751,100143,1.9365747144620291,0.0011836239281382216,1.0,0.2718172592430242,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4222222222222222,1785751,100143,0.05,0.0,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6666666666666666,1785751,100143,1.9999968955048648,0.0006006075337295746,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4444444444444444,6753021,306065,0.05,0.0,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.3333333333333333,6753021,306065,0.5667199878209825,0.043580894435558036,1.0,0.25818906108481565,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.37777777777777777,6753021,306065,0.05,0.03183933495965092,1.0,1.6935221372241231,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
